datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,conditions
29-01-2024,25.1,13,19.1,25.1,13,19.1,11.9,65.4,0,0,0,16.9,7.6,100.4,1017.2,33,2.5,Partially cloudy
30-01-2024,27,15,21.2,28.2,15,21.3,16.6,75.9,0,0,0,29.5,16.6,170,1015.6,31.6,2.4,Partially cloudy
31-01-2024,26.1,19,22.3,26.1,19,22.3,19.1,82.7,1.239,100,4.17,29.2,11.2,127.5,1015.2,87.3,2.1,"Rain, Partially cloudy"
01-02-2024,23.6,19,21.6,23.6,19,21.6,19.7,89.3,3.01,100,8.33,28.1,7.6,68.1,1015.7,90,1.6,"Rain, Partially cloudy"
02-02-2024,27,20,22.7,28.8,20,22.9,19.2,81.2,5.116,100,12.5,28.8,13,310.9,1014.9,52.8,2.1,"Rain, Partially cloudy"
03-02-2024,27,18,22.2,27,18,22.2,15.8,70.3,0,0,0,27.4,18.4,275,1016,12,2.3,Clear
04-02-2024,28,17,21.7,27.1,17,21.6,14.2,66.1,0,0,0,22.3,11.2,275.1,1017.1,4.3,2.5,Clear
05-02-2024,28,18,22.8,28.2,18,22.8,16,67.5,0,0,0,16.2,11.2,10.5,1016.6,20.1,2.8,Partially cloudy
06-02-2024,27.5,20,23.6,29.7,20,23.9,20.6,83.5,0,0,0,27.4,14.8,3.8,1015.7,67.4,2,Partially cloudy
07-02-2024,25,19,21.8,25,19,21.8,16.3,72,0,0,0,28.8,20.5,355.3,1016.2,41.3,2.9,Partially cloudy
08-02-2024,25,16,20.5,25,16,20.5,10.9,56.2,0,0,0,27.4,16.6,332.2,1016.2,26.8,3.6,Partially cloudy
09-02-2024,24,13,18.9,24,13,18.9,9.4,56.2,0,0,0,26.6,14.8,350.9,1018.6,20.1,3.7,Partially cloudy
10-02-2024,25,14,19.5,25,14,19.5,10.5,58.4,0,0,0,25.9,18.4,329.6,1018.7,0.1,3.4,Clear
11-02-2024,27,15,20.7,26.5,15,20.7,11.4,58.3,0,0,0,20.9,14.8,351.4,1018.8,11.4,3,Clear
12-02-2024,27.4,17,22.1,27.5,17,22.1,14.1,62,0,0,0,15.1,9.4,57.9,1018.7,45.2,2.9,Partially cloudy
13-02-2024,28,18,22.3,28,18,22.4,15.7,67.9,0,0,0,25.6,18.4,354,1018.2,60.9,2.2,Partially cloudy
14-02-2024,28.2,17,22.9,28.9,17,23.1,17.3,72.1,0,0,0,16.6,9.4,32.5,1016.7,52.7,2.8,Partially cloudy
15-02-2024,29,20,23.8,30.3,20,24.1,18.6,74.1,0.487,100,4.17,19.4,16.6,355.9,1016.9,42.2,2.2,"Rain, Partially cloudy"
16-02-2024,27.7,19,23.4,29.3,19,23.6,19.1,77.4,0,0,0,26.6,14.8,348.2,1017,29,1.9,Partially cloudy
17-02-2024,28,18,23,28.3,18,23.1,16.6,69.1,0,0,0,25.2,14.8,325.1,1014.3,5.9,2.7,Clear
18-02-2024,30,18,23.8,30.3,18,24,18.4,73.6,0,0,0,24.5,13,148.8,1013.5,21.1,2.5,Partially cloudy
19-02-2024,30,21,25.4,31.9,21,26.2,20.7,76.5,0,0,0,29.2,13,203.4,1013.2,38,2.5,Partially cloudy
20-02-2024,31,23.8,26.5,35.5,23.8,28.2,22.5,79.3,0,0,0,36.4,14.8,179.4,1010.7,52.4,3,Partially cloudy
21-02-2024,32,23,26.8,34.2,23,27.7,20.2,68.5,0.193,100,4.17,20.9,24.1,83.3,1009.4,45.1,3.2,"Rain, Partially cloudy"
22-02-2024,28,22,25,31.3,22,25.8,21.8,82.7,4.054,100,4.17,34.6,16.6,26.1,1009.6,66.4,2.5,"Rain, Partially cloudy"
23-02-2024,28.1,20,23.8,28.3,20,23.9,17.7,71.1,0.708,100,4.17,30.2,16.6,24.1,1012.8,48.9,3.3,"Rain, Partially cloudy"
24-02-2024,28,19,23.7,28.2,19,23.7,16.3,64.7,0.162,100,4.17,28.1,18.4,30.6,1014.6,45.7,3.2,"Rain, Partially cloudy"
25-02-2024,25.7,20,22.5,25.7,20,22.5,15.9,66.5,0,0,0,35.6,16.6,28.7,1015.5,62.5,3.4,Partially cloudy
26-02-2024,28,17,22.8,28.3,17,22.8,15.3,64.5,0,0,0,28.4,16.6,10.4,1016,14.9,3.5,Clear
27-02-2024,28.7,19,23.7,28.3,19,23.6,13.7,55.4,0,0,0,23,13,3,1014.8,37.9,3.3,Partially cloudy
28-02-2024,29.3,21,25.1,30.8,21,25.4,17.7,64.3,0,0,0,35.3,14.8,318.2,1012.4,22,3.2,Partially cloudy
29-02-2024,30.1,21,25.2,29.7,21,25.1,16.2,59.5,0,0,0,24.8,13,5.9,1013.5,18.6,3.2,Clear
01-03-2024,31,19,25.2,31.4,19,25.3,16.5,60.2,0,0,0,20.2,13,0.1,1014,8.8,3.3,Clear
02-03-2024,31,19,25.8,32,19,26,17.2,60.6,0,0,0,22,11.2,64.6,1012.9,7.7,3.2,Clear
03-03-2024,31,24,26.8,33.3,24,27.6,20.4,69.2,0,0,0,22.3,14.8,308.9,1012.4,48.7,3,Partially cloudy
04-03-2024,31,21,26.2,31.9,21,26.6,18.8,65.2,0,0,0,25.6,16.6,120,1012.5,56.4,3.1,Partially cloudy
05-03-2024,30.4,23,26.4,31.9,23,26.8,19.7,68.3,0,0,0,32.8,22.3,322.8,1012.5,24.2,3.2,Partially cloudy
06-03-2024,29.2,20,24.7,29.1,20,24.8,16.2,60.4,0,0,0,28.8,16.6,10.4,1012.9,7.9,3.6,Clear
07-03-2024,26,21,23.5,26,21,23.5,14,56.4,0,0,0,24.1,14.8,16,1012.3,50.7,3.2,Partially cloudy
08-03-2024,31,19,24.8,30.1,19,24.5,13.4,51.6,0,0,0,28.4,18.4,349.9,1012.6,13.6,3.4,Clear
09-03-2024,30.1,20,24.8,28.8,20,24.4,13.1,51.4,0,0,0,26.3,22.3,342.3,1013.4,3.6,3.6,Clear
10-03-2024,30.4,19,24.7,29.2,19,24.3,13.2,51.5,0,0,0,25.9,14.8,354.4,1014.9,0,3.4,Clear
11-03-2024,32,19.2,26,31,19.2,25.8,14.1,50.5,0,0,0,19.4,13,258,1014.3,2.1,3.8,Clear
12-03-2024,33,23,28.1,35.8,23,30,22.1,73.2,0,0,0,27,22.3,186,1011.7,31.3,2.8,Partially cloudy
13-03-2024,33,24,28.7,36.5,24,31.1,22.3,71.7,0,0,0,25.6,22.3,162.4,1011.3,51.5,2.9,Partially cloudy
14-03-2024,33,26,29.1,40.6,26,33.7,24.7,78,0,0,0,25.6,24.1,185.6,1010.9,74,2.8,Partially cloudy
15-03-2024,34,24,28.9,37.7,24,32.1,23.1,73.4,5.573,100,4.17,22.7,20.5,147.6,1011.6,54.6,3,"Rain, Partially cloudy"
16-03-2024,32,23,27.2,39.2,23,30.1,23.3,80.1,0.342,100,4.17,22.7,24.1,172.8,1013.2,68.9,2.5,"Rain, Partially cloudy"
17-03-2024,31,22,25.8,34.6,22,26.8,21.2,76.5,0,0,0,22,11.2,60.2,1013.1,59.8,3,Partially cloudy
18-03-2024,31,24,26.8,36.5,24,28.6,23,80.3,0.704,100,4.17,20.5,11.2,231,1012,65.9,2.4,"Rain, Partially cloudy"
19-03-2024,31,24,27.7,31.9,24,28.6,20,64.5,0.006,100,4.17,27,11.2,267.4,1012.3,77.3,3.5,"Rain, Partially cloudy"
20-03-2024,25,19,20.3,25,19,20.3,19,92.3,16.676,100,16.67,40,14.8,250.2,1014.3,95.5,2.9,"Rain, Overcast"
21-03-2024,27,18,21.3,27.9,18,21.4,18.4,84.8,0.179,100,8.33,22.7,14.8,89.7,1012.9,67.9,2.4,"Rain, Partially cloudy"
22-03-2024,28.1,19,23.8,29.7,19,24.2,19.1,76.2,0,0,0,23.4,9.4,30.1,1009.9,45.2,3,Partially cloudy
23-03-2024,33,21,27,37,21,28.8,21.6,73.7,0,0,0,26.6,20.5,173.8,1008.4,33,3.3,Partially cloudy
24-03-2024,35,25.9,29.2,37.1,25.9,32,23.3,73.4,0,0,0,31.7,24.1,203,1010,47.8,3.6,Partially cloudy
25-03-2024,34,23.4,28.6,43.5,23.4,32.2,23.6,75.7,1.201,100,4.17,55.4,37.1,189.5,1010.6,56.7,3.3,"Rain, Partially cloudy"
26-03-2024,31.9,23.3,27.3,36.4,23.3,29.7,21.4,70.5,0.048,100,4.17,28.1,22.3,162.5,1011.4,46.9,3.6,"Rain, Partially cloudy"
27-03-2024,34,26,29.5,42,26,34.2,24.9,77.4,0,0,0,32,14.8,180.7,1012.1,48.6,3.5,Partially cloudy
28-03-2024,35,26,30,52.9,26,35.2,25,77.2,0.3,100,12.5,28.1,13,117.2,1009.7,61.1,3.2,"Rain, Partially cloudy"
29-03-2024,33.9,27,29.9,43.4,30.5,36.5,25.7,78.9,1.2,100,12.5,22.7,22.3,155.4,1008.3,62.7,3,"Rain, Partially cloudy"
30-03-2024,36,28,30.6,46.6,33.4,38.2,26.2,78.4,2.7,100,4.17,22,24.1,165,1009.3,54.8,3.1,"Rain, Partially cloudy"
31-03-2024,36,25,30.5,46.1,25,36.8,25.2,74.6,1.4,100,4.17,31.7,25.9,170.6,1009,31.4,3.8,"Rain, Partially cloudy"
01-04-2024,38,28,32.6,39.4,31.8,36.2,21.6,56.3,0,0,0,29.2,16.6,225.5,1005.5,14.7,3.7,Clear
02-04-2024,37,27,31.9,38.5,30.6,35.7,22.1,60.5,0,0,0,19.4,16.6,128.1,1005.3,14.3,3.8,Clear
03-04-2024,38,28,31.7,42.5,33.4,37.3,23.8,67.2,0,0,0,25.2,22.3,178.1,1007.2,27.7,3.9,Partially cloudy
04-04-2024,36,28,31.2,48.7,33.6,39.7,26.4,76.9,0,0,0,31.7,22.3,186.8,1006.7,39.4,3.7,Partially cloudy
05-04-2024,37,28.8,31.9,48.7,36.1,41.9,27.1,77.3,0,0,0,27,25.9,187,1005.1,53.7,3.3,Partially cloudy
06-04-2024,37,28,32,51.5,33.6,42,27.1,76.6,0,0,0,25.6,22.3,163.9,1005.6,26.3,3.4,Partially cloudy
07-04-2024,30,27,28.5,36.8,29.2,33,24,76.9,0.506,100,8.33,27.4,18.4,181.6,1007.4,73.5,3.3,"Rain, Partially cloudy"
08-04-2024,32.8,25.9,28.3,35.7,25.9,30,20.3,63.3,0,0,0,37.1,22.3,262.7,1010,69.3,3.8,Partially cloudy
09-04-2024,35,24,29.6,36.3,24,30.8,19,54.5,0,0,0,22.7,16.6,299.1,1010,52.4,3.8,Partially cloudy
10-04-2024,34.1,26.5,29.9,38.1,26.5,32.9,21.8,63,0,0,0,18.4,9.4,92.1,1010,62.1,3.3,Partially cloudy
11-04-2024,33,25,28.4,37.3,25,29.9,20.7,64.5,0,0,0,24.1,13,38.7,1011.2,76.2,2.8,Partially cloudy
12-04-2024,35,24,30,37,24,31.4,19.6,55.1,0,0,0,16.6,11.2,104.7,1010.8,55.9,3.8,Partially cloudy
13-04-2024,37,26.8,31.6,38.6,28.8,33.6,20,52.3,0,0,0,16.9,11.2,166.6,1010,43.8,3.7,Partially cloudy
14-04-2024,38,27.4,32.6,39.4,29.7,34.8,19.9,49.4,0,0,0,17.6,13,180.5,1009.8,43,3.9,Partially cloudy
15-04-2024,38,28.9,32.9,44.5,31.9,38.6,23.6,59.6,0,0,0,25.6,22.3,189,1008.8,32,3.8,Partially cloudy
16-04-2024,40,28,34.2,45.8,33.6,40,23.3,57,0,0,0,24.1,18.4,224.1,1006,23.2,3.8,Partially cloudy
17-04-2024,40,29,34.2,45.9,36.8,41.3,24.5,60.6,0,0,0,29.9,20.5,194.1,1004.4,28.3,3.6,Partially cloudy
18-04-2024,40,29,34.8,43.8,33.5,38.3,19.5,47.5,0,0,0,26.3,18.4,275.9,1004,13.1,4.1,Clear
19-04-2024,41,29.4,34.8,44.8,31.6,38.5,20.6,47,0,0,0,36,22.3,216.7,1001.9,15.4,4.2,Clear
20-04-2024,42,29.3,34.1,49.6,35.5,42.1,24.9,62.7,0,0,0,31.7,29.5,196.7,1001.6,14,4.1,Clear
21-04-2024,41,29.8,34.4,45.3,38.8,42.3,24.7,62.2,0,0,0,29.5,25.9,185.2,1002.7,37.8,3.8,Partially cloudy
22-04-2024,40,30,34.7,42.4,34.3,39.2,21.1,49.9,0,0,0,23.4,14.8,254.9,1004.7,49.4,4,Partially cloudy
23-04-2024,39,29,34.4,42.6,30,36.8,19.3,41.6,0,0,0,24.8,16.6,256,1004.4,45.8,4.3,Partially cloudy
24-04-2024,40.1,29,34.9,43.5,31.4,38.8,21.3,47.2,0,0,0,27.7,18.4,220.6,1003.6,35.5,4.2,Partially cloudy
25-04-2024,42,29.4,35.5,42.7,34.1,38.9,20,44.8,0,0,0,25.9,20.5,260.3,1004.1,25.8,3.9,Partially cloudy
26-04-2024,39,30,33.8,53.2,37.4,44.7,26.9,68.4,0,0,0,28.4,24.1,184.4,1004,16.7,3.9,Clear
27-04-2024,42,30,34.3,47.9,38.4,42.9,25.1,64.4,0,0,0,29.9,22.3,184.3,1004.1,25.3,4,Partially cloudy
28-04-2024,42,30,35.3,48.7,38.8,43.2,24.2,57.9,0,0,0,24.5,24.1,212.3,1004.3,36.2,4.1,Partially cloudy
29-04-2024,42,30.2,35.8,46.3,34.6,40.4,21.4,46.8,0,0,0,30.6,22.3,220,1004.8,21.1,4,Partially cloudy
30-04-2024,44,30.9,36.2,47.5,38.1,43.2,23.5,52.2,0.005,100,4.17,35.6,25.9,212.9,1000.6,21.1,4.1,"Rain, Partially cloudy"
01-05-2024,41,32,35.9,42.1,36,39.5,20.2,43.8,0,0,0,35.6,24.1,206.2,999.8,24.1,4.1,Partially cloudy
02-05-2024,39,29,33.7,50.2,32.5,42.8,25.6,64.1,0.01,100,4.17,30.2,25.9,201.2,1000.6,37.3,4.2,"Rain, Partially cloudy"
03-05-2024,39,29,33.7,43.8,36.3,40.4,23.6,60.9,0,0,0,26.3,29.5,147.4,1004.3,28.2,3.7,Partially cloudy
04-05-2024,37.3,29.8,32.6,48.2,38.1,42.3,26.6,71.8,0,0,0,38.2,25.9,182.4,1004.6,50.3,3.9,Partially cloudy
05-05-2024,37,30,32.7,49.5,38.8,42.9,26.8,72.1,0,0,0,46.4,27.7,181,1002.1,45.7,4.1,Partially cloudy
06-05-2024,35.2,22.1,31,48.7,22.1,40.2,26.4,77.4,61.484,100,8.33,74.2,31.7,167.9,1004,74.4,4.8,"Rain, Partially cloudy"
07-05-2024,33,22.4,28.2,40.6,22.4,32.3,23.8,78,12.703,100,8.33,38.5,24.1,135.9,1008.6,72.6,3.7,"Rain, Partially cloudy"
08-05-2024,31,23,26.9,35.5,23,29.3,22.9,79.4,12.144,100,8.33,40.7,22.3,128.6,1009.2,67.5,4,"Rain, Partially cloudy"
09-05-2024,32,22.7,26.5,40.6,22.7,29.1,23.8,85.6,52.443,100,20.83,40.7,22.3,112.9,1008.5,80,3.2,"Rain, Partially cloudy"
10-05-2024,32,22.3,27,39.2,22.3,30,23.2,80.4,0,0,0,29.9,16.6,136.6,1008.7,68.6,3.5,Partially cloudy
11-05-2024,33.3,24.4,27.7,43.8,24.4,31.2,24.6,84.1,0.117,100,4.17,37.1,27.7,146.6,1008.8,73.6,3.5,"Rain, Partially cloudy"
12-05-2024,33,24,28.8,39.3,24,32.7,23.8,75.3,0,0,0,32.4,13,118.7,1009.2,47.3,3.9,Partially cloudy
13-05-2024,34,27,30.9,40.6,30.6,37.2,25,71.9,0,0,0,20.5,18.4,165.3,1008.6,48.4,4,Partially cloudy
14-05-2024,35,27,31.3,44.9,30.9,39.3,26,74.5,0.124,100,4.17,20.9,24.1,186.8,1008.3,47,4.5,"Rain, Partially cloudy"
15-05-2024,36,28.6,32,43.9,35.1,39.1,25.1,68.5,0,0,0,21.6,20.5,185.6,1009.1,37.6,4,Partially cloudy
16-05-2024,36,30,32.7,46.3,36.2,41.8,26.2,69.7,0,0,0,25.6,20.5,203.4,1008,63.8,4.2,Partially cloudy
17-05-2024,38.2,30,33.3,49,38.8,43.2,26.5,69.1,0,0,0,37.1,22.3,201.9,1006,53.6,4.1,Partially cloudy
18-05-2024,38,27,32.5,49.5,29.6,41.5,25.9,69.3,0.035,100,4.17,27.4,22.3,187.8,1004,73.6,3.8,"Rain, Partially cloudy"
19-05-2024,37,30,32.7,49.5,38.4,42.6,26.6,71.1,0,0,0,24.5,20.5,177,1002.8,67.8,3.9,Partially cloudy
20-05-2024,35,23,29.1,48.7,23,36.2,26.1,84.3,13.598,100,4.17,46.4,27.7,148.2,1003.6,64.9,3.7,"Rain, Partially cloudy"
21-05-2024,34,26,30.2,45.3,26,37,26.1,79.8,0,0,0,24.5,18.4,142.9,1004.1,54.4,3.7,Partially cloudy
22-05-2024,34.7,26,29.8,45.3,26,37.3,26.5,83.2,60.329,100,8.33,27.7,24.1,130.8,1004.3,49.7,4,"Rain, Partially cloudy"
23-05-2024,36,27.4,31.1,45.3,32.6,39.1,26.1,76,0.012,100,4.17,22,22.3,134.7,1002.7,44.6,3.9,"Rain, Partially cloudy"
24-05-2024,36.4,28,32.2,46.7,33.6,41.3,26.4,72.6,0,0,0,36,18.4,127,1000.9,39.6,4.1,Partially cloudy
25-05-2024,37,29,32.5,50.2,36.8,42.9,27,73.2,0,0,0,41,20.5,82.6,998.4,47.3,4,Partially cloudy
26-05-2024,32,25.8,28.5,42.3,25.8,34.3,26,86.8,43.591,100,20.83,74.2,37.1,38.4,993.2,92.4,3.3,"Rain, Overcast"
27-05-2024,28,25,26.4,32.7,25,28,25.5,94.6,152.064,100,25,90.7,51.8,322.3,986.7,96.6,2.4,"Rain, Overcast"
28-05-2024,35,26,30.3,51,26,40,27.3,84.5,0,0,0,40.7,31.7,180.4,996.7,76.8,3.7,Partially cloudy
29-05-2024,35,29.8,32.2,51,40.1,45.8,28.7,81.9,0,0,0,49.7,33.5,177.7,997.6,76.8,3.3,Partially cloudy
30-05-2024,35,30.4,32.1,51,41.1,45.3,28.5,81.8,0,0,0,57.6,29.5,177.2,1000.2,78.8,3.6,Partially cloudy
31-05-2024,30,24,26.9,37.4,24,29.9,24.9,89.4,50.2,100,16.67,49.3,27.7,212.2,1003.2,84.4,3.4,"Rain, Partially cloudy"
01-06-2024,35,27,31,51,31.2,41.8,27.8,83.5,0,0,0,41.4,22.3,173.5,1003.7,71.8,3.9,Partially cloudy
02-06-2024,35,29.5,31.9,49.5,36.4,43.6,27.9,79.7,0,0,0,40.7,27.7,174,1003.9,66.8,3.8,Partially cloudy
03-06-2024,34,28.3,31.3,45.3,32.7,39.9,26.3,75,0,0,0,40.7,24.1,184.9,1003.4,72.5,3.7,Partially cloudy
04-06-2024,36,27,31.7,50.2,31.2,42,27.2,77.8,0.235,100,8.33,36.4,22.3,179.4,1003.4,60.8,3.7,"Rain, Partially cloudy"
05-06-2024,35.9,27,31.4,48.7,30.6,40.1,26.4,75.8,0,0,0,28.1,16.6,160,1003.7,44.6,3.7,Partially cloudy
06-06-2024,36.7,28,32.1,55,33.6,43.9,27.8,78.6,2.05,100,8.33,37.1,20.5,157.5,1003.3,70.7,3.1,"Rain, Partially cloudy"
07-06-2024,37,28,32.5,55,32.7,43.4,27.1,73.8,0,0,0,29.2,22.3,195.1,1002.1,41.4,3.7,Partially cloudy
08-06-2024,36,29,32.3,52.5,34.5,43.1,27.1,74.5,0,0,0,37.1,27.7,181.1,1000.8,41.7,3.8,Partially cloudy
09-06-2024,38,30.1,33.5,56.6,38.8,47.8,28.6,76.2,0,0,0,33.8,22.3,179.2,999.8,33.9,3.9,Partially cloudy
10-06-2024,37.1,30,33.6,56.5,40.4,47.3,28.4,75.1,0,0,0,33.5,22.3,170,1000.4,33.5,3.8,Partially cloudy
11-06-2024,36.4,30,32.6,52.8,39.6,45.4,28.2,78.4,0,0,0,37.4,24.1,168.4,1000.3,45.4,4.4,Partially cloudy
12-06-2024,36,28,32.3,52.5,32.7,44.5,28,78.5,0.323,100,4.17,38.5,24.1,176.5,1000.7,58,3.9,"Rain, Partially cloudy"
13-06-2024,36,28,32.1,52.5,33.6,44.2,28,79.6,0,0,0,46.4,27.7,173.8,1000,52,3.8,Partially cloudy
14-06-2024,37.1,30,32.9,52.5,40.4,45.6,28.1,76.5,0,0,0,35.3,22.3,161,998.7,50.9,3.9,Partially cloudy
15-06-2024,37,30,32.8,56.5,35.1,46.1,28.2,77.5,0.048,100,4.17,40.7,22.3,170.9,998.8,51.9,3.9,"Rain, Partially cloudy"
16-06-2024,36.1,30,32.8,52.5,36.2,44.6,27.6,74.6,0,0,0,36,24.1,170.1,1000.8,50.7,3.8,Partially cloudy
17-06-2024,36,30,32.8,52.5,40.4,46.5,28.5,78.7,0,0,0,42.1,27.7,176.2,1000.9,67.7,3.8,Partially cloudy
18-06-2024,35,30,32.5,53.6,42.1,47.2,29.1,82.6,0.089,100,4.17,42.1,27.7,182.5,999.1,82.4,3.8,"Rain, Partially cloudy"
19-06-2024,34.3,28,31.4,50.4,33.6,43.1,27.9,81.7,0,0,0,40.7,25.9,178.1,998.1,77.1,3.9,Partially cloudy
20-06-2024,36,26,29.5,52.5,26,37.4,26.9,86.4,5.414,100,8.33,46.4,27.7,167.9,999.2,75.5,3.6,"Rain, Partially cloudy"
21-06-2024,32,26,29,42.4,26,36.2,26.7,87.4,1.622,100,4.17,26.6,14.8,134.1,1000.6,94.8,3.5,"Rain, Overcast"
22-06-2024,33.1,28.9,30.4,45.8,35.6,39.6,27.1,82.5,4.022,100,8.33,40.7,22.3,146.9,1000.2,65.9,3.6,"Rain, Partially cloudy"
23-06-2024,34,28,30.6,47.3,34.5,40,27.2,82.7,14.596,100,12.5,37.1,18.4,161.8,1000.8,50.5,4.1,"Rain, Partially cloudy"
24-06-2024,35,28.8,31.6,47.3,36.7,42.3,27.6,80.2,0,0,0,33.8,24.1,170.8,1000.1,56.1,4.7,Partially cloudy
25-06-2024,36,29.1,32.2,48.7,38.4,43.3,27.5,77.1,0,0,0,29.5,20.5,168.8,999.3,58.1,3.9,Partially cloudy
26-06-2024,35,29,32,45.3,36.8,41.8,26.9,75.2,0,0,0,27,16.6,133.4,1000.2,64.6,4.2,Partially cloudy
27-06-2024,33.1,28,29.7,43.8,33.6,38.3,27.1,86.4,4.995,100,12.5,37.1,20.5,93.6,1001.4,66.8,3.8,"Rain, Partially cloudy"
28-06-2024,31,28,29.2,44.3,34.5,38.1,27.6,91,58.654,100,16.67,19.1,11.2,100.7,999.2,79.2,3.6,"Rain, Partially cloudy"
29-06-2024,32,27.9,29.1,46.2,34.5,38.1,27.9,93.2,33.115,100,16.67,29.5,13,158.7,998.8,83.4,3.5,"Rain, Partially cloudy"
30-06-2024,32,28,29.9,44.1,35.6,40.1,28,89.3,0.359,100,4.17,33.8,18.4,192.5,999.3,95.8,3.3,"Rain, Overcast"
01-07-2024,32,28.5,30.1,44.1,35.8,39.6,27.4,86,0.605,100,12.5,41,18.4,208.4,999.1,95.6,3.5,"Rain, Overcast"
02-07-2024,32,26.5,28.2,44.1,26.5,34.4,26.8,91.9,28.128,100,20.83,28.4,20.5,215.3,998.4,98.2,3,"Rain, Overcast"
03-07-2024,31,25.7,27.6,42.4,25.7,32,26.2,92.2,25.764,100,25,30.6,20.5,188.2,999.7,95.7,3,"Rain, Overcast"
04-07-2024,32,27,28.8,42.3,30.6,36.1,26.8,88.9,0.002,100,4.17,40.3,14.8,177.6,1001.4,89.4,3.3,"Rain, Partially cloudy"
05-07-2024,33,28.1,30.4,45.8,34.5,39.7,27.2,83.2,0,0,0,32.8,25.9,183.9,1000.5,74.9,3.8,Partially cloudy
